colsample_bytree,gamma,max_depth,min_child_weight,subsample,score
0.1080168680559559,0.022190382093302333,8.580870662857322,4.947368334149018,0.34800931373478444,-0.18308439999999998
0.10688609753490189,0.1687896682159021,9.94484493771992,4.206671892774831,0.7891683807462211,-0.1830844
0.49498657957314784,0.012449958537984663,9.76704557937511,2.7672464026526127,0.32160565153583603,-0.18358219999999997
0.10277763538295491,0.02532833390906556,7.467623344036573,2.7266124416952917,0.7756124797037502,-0.1840796
0.10000018688583123,0.010000217403968866,5.0,0.1,0.7999999802745866,-0.18557200000000001
0.1,0.11832031999043459,5.077362966123851,4.99999994219701,0.7999999644285266,-0.18656699999999998
0.1,0.1725836123796818,6.353161373642183,1.1633771336104066,0.7999999145489698,-0.186567
0.1,0.01,20.493258933448367,2.9897078083115516,0.3,-0.18805959999999997
0.49143621469176835,0.07536408772874673,11.723729556018686,4.953353817640689,0.7998312634698831,-0.18805960000000002
0.49999987829783754,0.2,7.3775380121274265,5.0,0.8,-0.1880598
0.1,0.01,21.37325125310904,0.1,0.3,-0.18905460000000002
0.10000000056064272,0.010000000221858209,16.885737373039003,0.10000009655316684,0.3000000093691293,-0.19054739999999998
0.5,0.1999997558263237,5.000000123344715,1.4365845066187535,0.3,-0.1910446
0.49999999999998945,0.01,7.914569742524236,0.1,0.6857543645112693,-0.19154200000000002
0.4914037198004294,0.040938237023321764,21.624008822407315,4.924968381876775,0.7454436704025972,-0.1930346
0.1,0.1999999685049038,10.928612154700922,0.1,0.7999999652570888,-0.19601980000000002
0.1,0.010000000022316536,25.0,4.833163304119902,0.30000000000916205,-0.19602000000000003
0.10421617652150471,0.17268218199214794,7.45261440267877,4.626031824437136,0.30262478053451397,-0.1985074
0.1,0.01,25.0,0.1,0.8,-0.1985074
0.1122509391214695,0.05413259666641384,19.481492443463253,0.47328272406022853,0.7886936123917929,-0.1990048
