colsample_bytree,gamma,max_depth,min_child_weight,subsample,score
0.2,0.1,7.0,14.74202929347164,1.0,-0.6620436
0.2,0.09999999512302117,6.96887131117772,16.15205725739739,0.999999998546994,-0.6686873999999999
0.1999999845637626,0.010000017639380679,6.33348575157261,14.90445227318422,0.9999999991724671,-0.6700428000000002
0.19999999968471446,0.01,7.0,20.0,0.9999999993859375,-0.6708991999999999
0.2,0.1,4.640903985954052,8.467348437122345,1.0,-0.6718354
0.2,0.01,7.0,18.17061060949617,1.0,-0.67227
0.2,0.09999990134795159,5.41202956132598,20.0,1.0,-0.6736834
0.019678632571964345,0.024741631299888198,5.626150932289364,15.41679208061218,0.9987362496506221,-0.6745456000000001
0.19999999687803025,0.09999994414718857,6.999999950986544,13.754818378139197,0.9999998330227665,-0.6746028000000001
0.18790899027743443,0.09475671991262284,4.855685757044294,3.086179454696011,0.9803483343947603,-0.675503
0.19999999991400486,0.01984947764508252,6.999999999871338,4.534586257752942,0.9999999997851592,-0.6764604000000001
0.12149508544151967,0.1,3.0,1.0,1.0,-0.6769004
0.032574214259125565,0.01031642702945337,6.998261490939923,15.217986938440067,0.5850685667784357,-0.679209
0.19840789795392488,0.09833401786224483,4.0140656416301255,13.394828661310562,0.9995467695428866,-0.6792092000000001
0.19999999999696721,0.09999999998930187,3.164479049509165,15.652460275817667,0.9966982344088027,-0.6795924
0.16830970167649292,0.01770623470362586,3.006386969351242,11.043623759973087,0.9997217651494612,-0.6798984
0.2,0.1,3.000000018849,20.0,1.0,-0.6809742
0.19999999998937543,0.01,7.0,1.0,0.9999999999721042,-0.6816338
0.19152726440885073,0.03388908425335907,3.089245999344214,5.922891729267583,0.9760420900361224,-0.6831648
0.017589952780661583,0.07453092428985364,6.9804523655350454,10.92202757627372,0.5107448204844134,-0.6920096
